jsonl_name,HR@1,NDCG@1,HR@3,NDCG@3,HR@5,NDCG@5,HR@10,NDCG@10,HR@20,NDCG@20
FS-SFT,0.022179,0.022179,0.027802,0.025529,0.028896,0.025977,0.030041,0.026354,0.030718,0.026530
FS-SFT+DPO,0.023012,0.023012,0.028271,0.026133,0.029208,0.026516,0.030718,0.027002,0.031655,0.027238
FS-SFT+R-SFT,0.022596,0.022596,0.028323,0.025991,0.029260,0.026379,0.030978,0.026931,0.032280,0.027264
FS-SFT+R-SFT+DPO,0.023273,0.023273,0.027906,0.025999,0.029729,0.026754,0.031134,0.027211,0.031811,0.027383
FS-SFT+R-SFT param1,0.022231,0.022231,0.027698,0.025510,0.028844,0.025983,0.030249,0.026433,0.031447,0.026737
FS-SFT+R-SFT param2,0.022648,0.022648,0.028271,0.025828,0.029156,0.026214,0.030614,0.026913,0.031395,0.027109
